q,psi
0.81,0.73
0.72,0.82
0.7,0.77
0.68,0.66
0.67,0.53
0.66,0.4
0.66,0.28
0.65,0.16
0.65,0.05
0.74,0.19
0.87,0.55
0.8,0.62
0.79,0.58
0.77,0.5
0.77,0.41
0.76,0.32
0.76,0.23
0.75,0.14
0.73,0.04
0.87,0.14
0.92,0.34
0.88,0.36
0.87,0.34
0.87,0.29
0.86,0.24
0.86,0.2
0.86,0.15
0.86,0.11
0.9,0.07
1.09,0.11
0.97,0.11
0.85,0.05
0.91,0.07
0.88,0.04
0.9,0.04
0.92,0.04
0.94,0.04
0.97,0.05
1.02,0.05
-1.08,-0.1
-0.92,-0.08
-0.83,-0.03
-0.91,-0.06
-0.87,-0.03
-0.9,-0.04
-0.93,-0.04
-0.95,-0.05
-0.97,-0.05
-1.02,-0.05
-0.88,-0.15
-0.93,-0.35
-0.88,-0.36
-0.87,-0.34
-0.87,-0.28
-0.86,-0.23
-0.86,-0.19
-0.86,-0.14
-0.86,-0.1
-0.88,-0.05
-0.75,-0.21
-0.89,-0.59
-0.8,-0.63
-0.78,-0.58
-0.77,-0.49
-0.76,-0.39
-0.76,-0.29
-0.76,-0.21
-0.75,-0.12
-0.72,-0.03
-0.66,-0.28
-0.84,-0.8
-0.72,-0.86
-0.69,-0.78
-0.67,-0.64
-0.66,-0.5
-0.66,-0.37
-0.65,-0.25
-0.65,-0.14
-0.65,-0.04
-0.6,-0.37
-0.76,-0.95
-0.64,-1.01
-0.6,-0.9
-0.58,-0.73
-0.56,-0.56
-0.56,-0.41
-0.55,-0.27
-0.55,-0.14
-0.53,-0.03
-0.57,-0.45
-0.67,-1.04
-0.55,-1.09
-0.5,-0.95
-0.48,-0.76
-0.46,-0.57
-0.46,-0.41
-0.45,-0.26
-0.45,-0.14
-0.43,-0.03
-0.55,-0.53
-0.56,-1.04
-0.45,-1.06
-0.4,-0.9
-0.37,-0.71
-0.36,-0.53
-0.35,-0.37
-0.35,-0.24
-0.35,-0.12
-0.33,-0.02
-0.56,-0.59
-0.45,-0.96
-0.34,-0.93
-0.29,-0.76
-0.27,-0.58
-0.26,-0.42
-0.25,-0.29
-0.25,-0.19
-0.25,-0.1
-0.23,-0.02
-0.6,-0.57
-0.34,-0.76
-0.22,-0.66
-0.18,-0.52
-0.16,-0.39
-0.15,-0.28
-0.15,-0.19
-0.15,-0.12
-0.15,-0.06
-0.14,-0.01
-0.32,-0.27
-0.15,-0.31
-0.08,-0.25
-0.06,-0.19
-0.05,-0.14
-0.05,-0.1
-0.05,-0.07
-0.05,-0.04
-0.05,-0.02
-0.05,-0.0
0.32,0.27
0.15,0.31
0.08,0.25
0.06,0.19
0.05,0.14
0.05,0.1
0.05,0.07
0.05,0.04
0.05,0.02
0.05,0.0
0.6,0.57
0.34,0.76
0.22,0.66
0.18,0.52
0.16,0.39
0.15,0.28
0.15,0.19
0.15,0.12
0.15,0.06
0.14,0.01
0.56,0.59
0.45,0.96
0.34,0.93
0.29,0.76
0.27,0.58
0.26,0.42
0.25,0.29
0.25,0.19
0.25,0.1
0.23,0.02
0.55,0.53
0.56,1.04
0.45,1.06
0.4,0.9
0.37,0.71
0.36,0.53
0.35,0.37
0.35,0.24
0.35,0.12
0.33,0.02
0.57,0.45
0.67,1.04
0.55,1.09
0.5,0.95
0.48,0.76
0.46,0.57
0.46,0.41
0.45,0.26
0.45,0.14
0.43,0.03
0.6,0.37
0.76,0.95
0.64,1.01
0.6,0.9
0.58,0.73
0.56,0.56
0.56,0.41
0.55,0.27
0.55,0.14
0.53,0.03
0.66,0.28
0.84,0.8
0.72,0.86
0.69,0.78
0.67,0.64
0.66,0.5
0.66,0.37
0.65,0.25
0.65,0.14
0.65,0.04
0.75,0.21
0.89,0.59
0.8,0.63
0.78,0.58
0.77,0.49
0.76,0.39
0.76,0.29
0.76,0.21
0.75,0.12
0.72,0.03
0.88,0.15
0.93,0.35
0.88,0.36
0.87,0.34
0.87,0.28
0.86,0.23
0.86,0.19
0.86,0.14
0.86,0.1
0.88,0.05
1.08,0.1
0.92,0.08
0.83,0.03
0.91,0.06
0.87,0.03
0.9,0.04
0.93,0.04
0.95,0.05
0.97,0.05
1.02,0.05
-1.05,-0.08
-0.87,-0.05
-0.83,-0.02
-0.92,-0.06
-0.86,-0.02
-0.92,-0.04
-0.94,-0.04
-0.96,-0.05
-0.98,-0.05
-1.02,-0.05
-0.87,-0.14
-0.93,-0.34
-0.87,-0.34
-0.87,-0.32
-0.87,-0.27
-0.86,-0.22
-0.86,-0.17
-0.86,-0.13
-0.86,-0.09
-0.86,-0.04
-0.76,-0.21
-0.9,-0.61
-0.79,-0.62
-0.78,-0.56
-0.77,-0.46
-0.76,-0.36
-0.76,-0.26
-0.76,-0.18
-0.75,-0.1
-0.72,-0.02
-0.67,-0.3
-0.86,-0.84
-0.71,-0.86
-0.69,-0.75
-0.67,-0.6
-0.66,-0.45
-0.66,-0.33
-0.65,-0.21
-0.65,-0.12
-0.65,-0.03
-0.61,-0.39
-0.8,-1.02
-0.64,-1.03
-0.59,-0.88
-0.57,-0.69
-0.56,-0.51
-0.55,-0.36
-0.55,-0.23
-0.55,-0.12
-0.53,-0.02
-0.57,-0.48
-0.71,-1.12
-0.55,-1.12
-0.49,-0.93
-0.47,-0.71
-0.46,-0.52
-0.45,-0.36
-0.45,-0.22
-0.45,-0.11
-0.43,-0.02
-0.55,-0.56
-0.6,-1.14
-0.46,-1.12
-0.39,-0.9
-0.36,-0.67
-0.35,-0.48
-0.35,-0.32
-0.35,-0.2
-0.35,-0.1
-0.33,-0.02
-0.52,-0.61
-0.48,-1.08
-0.35,-1.0
-0.28,-0.78
-0.26,-0.56
-0.25,-0.39
-0.25,-0.26
-0.25,-0.16
-0.25,-0.08
-0.24,-0.01
-0.68,-0.68
-0.4,-0.91
-0.24,-0.76
-0.18,-0.55
-0.16,-0.38
-0.15,-0.26
-0.15,-0.17
-0.15,-0.1
-0.15,-0.05
-0.14,-0.01
-0.46,-0.37
-0.23,-0.42
-0.11,-0.31
-0.06,-0.21
-0.05,-0.14
-0.05,-0.09
-0.05,-0.06
-0.05,-0.04
-0.05,-0.02
-0.05,-0.0
0.46,0.37
0.23,0.42
0.11,0.31
0.06,0.21
0.05,0.14
0.05,0.09
0.05,0.06
0.05,0.04
0.05,0.02
0.05,0.0
0.68,0.68
0.4,0.91
0.24,0.76
0.18,0.55
0.16,0.38
0.15,0.26
0.15,0.17
0.15,0.1
0.15,0.05
0.14,0.01
0.52,0.61
0.48,1.08
0.35,1.0
0.28,0.78
0.26,0.56
0.25,0.39
0.25,0.26
0.25,0.16
0.25,0.08
0.24,0.01
0.55,0.56
0.6,1.14
0.46,1.12
0.39,0.9
0.36,0.67
0.35,0.48
0.35,0.32
0.35,0.2
0.35,0.1
0.33,0.02
0.57,0.48
0.71,1.12
0.55,1.12
0.49,0.93
0.47,0.71
0.46,0.52
0.45,0.36
0.45,0.22
0.45,0.11
0.43,0.02
0.61,0.39
0.8,1.02
0.64,1.03
0.59,0.88
0.57,0.69
0.56,0.51
0.55,0.36
0.55,0.23
0.55,0.12
0.53,0.02
0.67,0.3
0.86,0.84
0.71,0.86
0.69,0.75
0.67,0.6
0.66,0.45
0.66,0.33
0.65,0.21
0.65,0.12
0.65,0.03
0.76,0.21
0.9,0.61
0.79,0.62
0.78,0.56
0.77,0.46
0.76,0.36
0.76,0.27
0.76,0.18
0.75,0.1
0.72,0.02
0.87,0.14
0.93,0.34
0.87,0.34
0.87,0.32
0.87,0.27
0.86,0.22
0.86,0.17
0.86,0.13
0.86,0.09
0.86,0.04
1.05,0.08
0.87,0.05
0.83,0.02
0.92,0.06
0.86,0.02
0.92,0.04
0.94,0.04
0.96,0.05
0.98,0.05
1.02,0.05
-1.01,-0.05
-0.84,-0.02
-0.85,-0.02
-0.92,-0.05
-0.86,-0.02
-0.94,-0.05
-0.94,-0.05
-0.96,-0.05
-0.97,-0.05
-1.0,-0.04
-0.85,-0.11
-0.93,-0.32
-0.87,-0.32
-0.88,-0.3
-0.87,-0.24
-0.86,-0.2
-0.86,-0.16
-0.86,-0.12
-0.86,-0.08
-0.85,-0.02
-0.75,-0.2
-0.91,-0.61
-0.78,-0.59
-0.78,-0.52
-0.76,-0.41
-0.76,-0.32
-0.76,-0.23
-0.75,-0.16
-0.75,-0.09
-0.72,-0.01
-0.67,-0.31
-0.88,-0.86
-0.7,-0.82
-0.68,-0.7
-0.66,-0.54
-0.65,-0.4
-0.65,-0.28
-0.65,-0.18
-0.65,-0.1
-0.66,-0.03
-0.62,-0.41
-0.83,-1.06
-0.62,-1.01
-0.58,-0.82
-0.56,-0.62
-0.55,-0.44
-0.55,-0.31
-0.55,-0.19
-0.55,-0.1
-0.53,-0.02
-0.57,-0.5
-0.75,-1.19
-0.55,-1.12
-0.48,-0.89
-0.45,-0.65
-0.45,-0.45
-0.45,-0.3
-0.45,-0.19
-0.45,-0.1
-0.43,-0.02
-0.57,-0.59
-0.65,-1.23
-0.46,-1.15
-0.38,-0.88
-0.35,-0.62
-0.34,-0.42
-0.35,-0.27
-0.35,-0.17
-0.35,-0.09
-0.34,-0.01
-0.45,-0.61
-0.52,-1.18
-0.36,-1.06
-0.28,-0.78
-0.25,-0.53
-0.24,-0.34
-0.25,-0.22
-0.25,-0.13
-0.25,-0.07
-0.24,-0.01
-0.69,-0.72
-0.47,-1.05
-0.27,-0.86
-0.18,-0.58
-0.15,-0.37
-0.14,-0.23
-0.15,-0.14
-0.15,-0.09
-0.15,-0.04
-0.14,-0.01
-0.61,-0.48
-0.37,-0.56
-0.17,-0.4
-0.08,-0.24
-0.05,-0.14
-0.05,-0.08
-0.05,-0.05
-0.05,-0.03
-0.05,-0.01
-0.05,-0.0
0.61,0.48
0.37,0.56
0.17,0.4
0.08,0.24
0.05,0.14
0.05,0.08
0.05,0.05
0.05,0.03
0.05,0.02
0.05,0.0
0.69,0.72
0.47,1.05
0.27,0.86
0.18,0.58
0.15,0.37
0.14,0.23
0.15,0.14
0.15,0.09
0.15,0.04
0.14,0.01
0.45,0.61
0.52,1.18
0.36,1.06
0.28,0.78
0.25,0.53
0.24,0.34
0.25,0.22
0.25,0.13
0.25,0.07
0.24,0.01
0.57,0.59
0.65,1.23
0.46,1.15
0.38,0.88
0.35,0.62
0.34,0.42
0.35,0.27
0.35,0.17
0.35,0.09
0.34,0.01
0.57,0.51
0.75,1.19
0.55,1.13
0.48,0.89
0.45,0.65
0.45,0.45
0.45,0.3
0.45,0.19
0.45,0.1
0.43,0.02
0.62,0.41
0.83,1.06
0.62,1.01
0.58,0.82
0.56,0.62
0.55,0.44
0.55,0.31
0.55,0.19
0.55,0.1
0.53,0.02
0.67,0.31
0.88,0.86
0.7,0.82
0.68,0.7
0.66,0.54
0.65,0.4
0.65,0.28
0.65,0.18
0.65,0.1
0.66,0.03
0.75,0.2
0.91,0.61
0.78,0.59
0.78,0.52
0.76,0.41
0.76,0.32
0.76,0.23
0.75,0.16
0.75,0.09
0.72,0.01
0.85,0.11
0.93,0.32
0.87,0.32
0.88,0.3
0.87,0.24
0.86,0.2
0.86,0.16
0.86,0.12
0.86,0.08
0.85,0.02
1.01,0.05
0.84,0.02
0.85,0.02
0.92,0.05
0.86,0.02
0.94,0.05
0.94,0.05
0.96,0.05
0.97,0.05
1.0,0.04
-0.97,-0.02
-0.83,-0.0
-0.88,-0.03
-0.91,-0.04
-0.86,-0.01
-0.96,-0.05
-0.94,-0.05
-0.96,-0.05
-0.97,-0.04
-0.99,-0.03
-0.82,-0.08
-0.94,-0.3
-0.86,-0.29
-0.88,-0.27
-0.86,-0.22
-0.86,-0.18
-0.86,-0.15
-0.86,-0.11
-0.86,-0.07
-0.84,-0.02
-0.73,-0.18
-0.92,-0.59
-0.76,-0.54
-0.77,-0.47
-0.76,-0.36
-0.76,-0.28
-0.76,-0.21
-0.75,-0.14
-0.75,-0.08
-0.73,-0.01
-0.66,-0.3
-0.89,-0.85
-0.68,-0.76
-0.67,-0.62
-0.65,-0.47
-0.65,-0.34
-0.65,-0.24
-0.65,-0.16
-0.65,-0.09
-0.66,-0.03
-0.62,-0.42
-0.85,-1.07
-0.6,-0.95
-0.57,-0.74
-0.55,-0.54
-0.55,-0.38
-0.55,-0.26
-0.55,-0.17
-0.55,-0.09
-0.53,-0.02
-0.55,-0.51
-0.78,-1.23
-0.53,-1.09
-0.46,-0.81
-0.44,-0.56
-0.44,-0.38
-0.44,-0.25
-0.45,-0.16
-0.45,-0.09
-0.44,-0.02
-0.62,-0.64
-0.69,-1.3
-0.45,-1.15
-0.36,-0.83
-0.34,-0.55
-0.34,-0.36
-0.34,-0.23
-0.35,-0.14
-0.35,-0.08
-0.34,-0.01
-0.42,-0.62
-0.55,-1.26
-0.36,-1.12
-0.26,-0.77
-0.24,-0.48
-0.24,-0.3
-0.24,-0.19
-0.25,-0.11
-0.25,-0.06
-0.24,-0.01
-0.6,-0.72
-0.52,-1.18
-0.31,-0.97
-0.18,-0.62
-0.14,-0.36
-0.14,-0.21
-0.14,-0.12
-0.15,-0.07
-0.15,-0.04
-0.14,-0.01
-0.71,-0.55
-0.54,-0.72
-0.29,-0.53
-0.11,-0.29
-0.05,-0.15
-0.05,-0.08
-0.05,-0.04
-0.05,-0.03
-0.05,-0.01
-0.05,-0.0
0.71,0.55
0.54,0.72
0.29,0.53
0.11,0.3
0.05,0.15
0.05,0.08
0.05,0.04
0.05,0.03
0.05,0.01
0.05,0.0
0.6,0.72
0.52,1.18
0.31,0.97
0.18,0.62
0.14,0.36
0.14,0.21
0.14,0.12
0.15,0.07
0.15,0.04
0.14,0.01
0.42,0.62
0.55,1.26
0.36,1.12
0.26,0.77
0.24,0.48
0.24,0.3
0.24,0.19
0.25,0.11
0.25,0.06
0.24,0.01
0.62,0.64
0.69,1.3
0.45,1.15
0.36,0.83
0.34,0.55
0.34,0.36
0.34,0.23
0.35,0.14
0.35,0.08
0.34,0.01
0.55,0.51
0.78,1.23
0.53,1.09
0.46,0.81
0.44,0.56
0.44,0.38
0.44,0.25
0.45,0.16
0.45,0.09
0.44,0.02
0.62,0.42
0.85,1.07
0.6,0.95
0.57,0.74
0.55,0.54
0.55,0.38
0.55,0.26
0.55,0.17
0.55,0.09
0.53,0.02
0.66,0.3
0.89,0.85
0.68,0.76
0.67,0.62
0.65,0.47
0.65,0.34
0.65,0.24
0.65,0.16
0.65,0.09
0.66,0.03
0.73,0.18
0.92,0.59
0.76,0.54
0.77,0.47
0.76,0.36
0.76,0.28
0.76,0.21
0.75,0.14
0.75,0.08
0.73,0.01
0.82,0.08
0.94,0.3
0.86,0.29
0.88,0.27
0.86,0.22
0.86,0.18
0.86,0.15
0.86,0.11
0.86,0.07
0.84,0.02
0.97,0.02
0.83,0.0
0.88,0.03
0.91,0.04
0.86,0.01
0.96,0.05
0.94,0.05
0.96,0.04
0.97,0.04
0.99,0.03
-0.94,-0.0
-0.84,-0.0
-0.9,-0.03
-0.91,-0.04
-0.88,-0.02
-0.98,-0.06
-0.94,-0.04
-0.96,-0.04
-0.96,-0.03
-0.98,-0.02
-0.79,-0.05
-0.94,-0.28
-0.86,-0.26
-0.88,-0.24
-0.86,-0.2
-0.87,-0.17
-0.86,-0.13
-0.86,-0.1
-0.86,-0.06
-0.84,-0.01
-0.7,-0.15
-0.93,-0.55
-0.75,-0.47
-0.77,-0.41
-0.75,-0.31
-0.76,-0.24
-0.76,-0.18
-0.76,-0.13
-0.75,-0.08
-0.74,-0.02
-0.64,-0.27
-0.91,-0.81
-0.65,-0.67
-0.66,-0.54
-0.65,-0.4
-0.65,-0.29
-0.65,-0.21
-0.65,-0.15
-0.65,-0.09
-0.67,-0.03
-0.63,-0.41
-0.86,-1.05
-0.57,-0.86
-0.55,-0.64
-0.54,-0.45
-0.54,-0.31
-0.55,-0.22
-0.55,-0.15
-0.55,-0.09
-0.53,-0.02
-0.51,-0.5
-0.81,-1.23
-0.5,-1.02
-0.44,-0.72
-0.43,-0.48
-0.44,-0.32
-0.44,-0.22
-0.45,-0.15
-0.45,-0.08
-0.44,-0.02
-0.66,-0.67
-0.72,-1.35
-0.43,-1.14
-0.34,-0.77
-0.32,-0.48
-0.33,-0.3
-0.34,-0.2
-0.35,-0.13
-0.35,-0.07
-0.34,-0.02
-0.48,-0.67
-0.58,-1.35
-0.36,-1.17
-0.25,-0.76
-0.22,-0.45
-0.23,-0.26
-0.24,-0.16
-0.25,-0.1
-0.25,-0.06
-0.24,-0.01
-0.49,-0.69
-0.55,-1.28
-0.36,-1.11
-0.19,-0.69
-0.13,-0.36
-0.13,-0.19
-0.14,-0.11
-0.15,-0.07
-0.15,-0.04
-0.15,-0.01
-0.71,-0.56
-0.68,-0.86
-0.48,-0.71
-0.2,-0.4
-0.07,-0.18
-0.05,-0.08
-0.05,-0.04
-0.05,-0.02
-0.05,-0.01
-0.05,-0.0
0.71,0.56
0.68,0.86
0.48,0.71
0.2,0.4
0.07,0.18
0.05,0.08
0.05,0.04
0.05,0.02
0.05,0.01
0.05,0.0
0.49,0.69
0.55,1.28
0.36,1.11
0.19,0.69
0.13,0.36
0.13,0.19
0.14,0.11
0.15,0.07
0.15,0.04
0.15,0.01
0.48,0.67
0.58,1.35
0.36,1.17
0.25,0.76
0.22,0.45
0.23,0.26
0.24,0.16
0.25,0.1
0.25,0.06
0.24,0.01
0.66,0.67
0.72,1.35
0.43,1.14
0.34,0.77
0.32,0.48
0.33,0.3
0.34,0.2
0.35,0.13
0.35,0.07
0.34,0.02
0.51,0.5
0.81,1.23
0.5,1.02
0.44,0.72
0.43,0.48
0.44,0.32
0.44,0.22
0.45,0.15
0.45,0.08
0.44,0.02
0.63,0.41
0.86,1.05
0.57,0.86
0.55,0.64
0.54,0.45
0.54,0.31
0.55,0.22
0.55,0.15
0.55,0.09
0.53,0.02
0.64,0.27
0.91,0.81
0.65,0.67
0.66,0.54
0.65,0.4
0.65,0.29
0.65,0.21
0.65,0.15
0.65,0.09
0.67,0.03
0.7,0.15
0.93,0.55
0.75,0.47
0.77,0.41
0.75,0.31
0.76,0.24
0.76,0.18
0.76,0.13
0.75,0.08
0.74,0.02
0.79,0.05
0.94,0.28
0.86,0.26
0.88,0.24
0.86,0.2
0.87,0.17
0.86,0.13
0.86,0.1
0.86,0.06
0.84,0.01
0.94,0.0
0.84,0.0
0.9,0.03
0.91,0.04
0.88,0.02
0.98,0.06
0.94,0.04
0.96,0.04
0.96,0.03
0.98,0.02
-0.93,0.01
-0.86,-0.01
-0.92,-0.04
-0.9,-0.03
-0.9,-0.03
-0.99,-0.06
-0.92,-0.03
-0.96,-0.03
-0.95,-0.02
-0.97,-0.01
-0.77,-0.03
-0.94,-0.26
-0.85,-0.23
-0.88,-0.22
-0.86,-0.18
-0.87,-0.16
-0.87,-0.13
-0.86,-0.1
-0.86,-0.06
-0.84,-0.01
-0.68,-0.12
-0.94,-0.52
-0.73,-0.4
-0.77,-0.35
-0.75,-0.27
-0.76,-0.22
-0.76,-0.17
-0.76,-0.13
-0.75,-0.08
-0.75,-0.03
-0.59,-0.22
-0.92,-0.76
-0.62,-0.57
-0.66,-0.45
-0.64,-0.33
-0.65,-0.25
-0.65,-0.2
-0.66,-0.15
-0.66,-0.09
-0.67,-0.04
-0.65,-0.39
-0.87,-1.0
-0.54,-0.75
-0.54,-0.54
-0.53,-0.37
-0.54,-0.27
-0.55,-0.2
-0.56,-0.15
-0.56,-0.1
-0.53,-0.02
-0.48,-0.47
-0.83,-1.21
-0.46,-0.93
-0.42,-0.62
-0.42,-0.39
-0.43,-0.27
-0.45,-0.2
-0.45,-0.15
-0.46,-0.09
-0.45,-0.03
-0.62,-0.66
-0.74,-1.37
-0.41,-1.09
-0.31,-0.7
-0.31,-0.41
-0.33,-0.26
-0.34,-0.18
-0.35,-0.13
-0.36,-0.08
-0.34,-0.02
-0.58,-0.73
-0.61,-1.42
-0.36,-1.21
-0.23,-0.77
-0.2,-0.42
-0.22,-0.24
-0.24,-0.15
-0.25,-0.1
-0.26,-0.06
-0.25,-0.02
-0.44,-0.69
-0.56,-1.36
-0.43,-1.26
-0.23,-0.81
-0.13,-0.4
-0.13,-0.19
-0.14,-0.11
-0.15,-0.07
-0.15,-0.04
-0.15,-0.01
-0.63,-0.53
-0.71,-0.92
-0.68,-0.9
-0.38,-0.58
-0.12,-0.25
-0.05,-0.1
-0.05,-0.04
-0.05,-0.03
-0.05,-0.01
-0.05,-0.0
0.63,0.53
0.71,0.92
0.68,0.9
0.38,0.58
0.12,0.25
0.05,0.1
0.05,0.04
0.05,0.03
0.05,0.01
0.05,0.0
0.44,0.69
0.56,1.36
0.43,1.26
0.23,0.81
0.13,0.4
0.13,0.19
0.14,0.11
0.15,0.07
0.15,0.04
0.15,0.01
0.58,0.73
0.61,1.42
0.36,1.22
0.23,0.77
0.2,0.42
0.22,0.24
0.24,0.15
0.25,0.1
0.26,0.06
0.25,0.02
0.62,0.66
0.74,1.37
0.41,1.09
0.31,0.7
0.31,0.41
0.33,0.26
0.34,0.18
0.35,0.13
0.36,0.08
0.34,0.02
0.48,0.47
0.83,1.21
0.46,0.93
0.42,0.62
0.42,0.39
0.43,0.27
0.45,0.2
0.45,0.15
0.46,0.09
0.45,0.03
0.65,0.39
0.87,1.0
0.54,0.75
0.54,0.54
0.53,0.37
0.54,0.27
0.55,0.2
0.56,0.15
0.56,0.1
0.53,0.02
0.59,0.22
0.92,0.76
0.62,0.57
0.66,0.45
0.64,0.33
0.65,0.25
0.65,0.2
0.66,0.15
0.66,0.09
0.67,0.04
0.68,0.12
0.94,0.52
0.73,0.4
0.77,0.35
0.75,0.27
0.76,0.22
0.76,0.17
0.76,0.13
0.75,0.08
0.75,0.03
0.77,0.03
0.94,0.26
0.85,0.23
0.88,0.22
0.86,0.18
0.87,0.16
0.87,0.13
0.86,0.1
0.86,0.06
0.84,0.01
0.93,-0.01
0.86,0.01
0.92,0.04
0.9,0.03
0.9,0.03
0.99,0.06
0.92,0.03
0.96,0.03
0.95,0.02
0.97,0.01
-0.93,0.0
-0.88,-0.02
-0.93,-0.04
-0.9,-0.02
-0.92,-0.04
-0.99,-0.06
-0.91,-0.02
-0.95,-0.03
-0.94,-0.02
-0.97,-0.01
-0.76,-0.02
-0.95,-0.25
-0.84,-0.2
-0.88,-0.2
-0.87,-0.17
-0.87,-0.16
-0.87,-0.13
-0.87,-0.1
-0.86,-0.07
-0.84,-0.02
-0.67,-0.09
-0.95,-0.48
-0.7,-0.33
-0.78,-0.31
-0.75,-0.24
-0.76,-0.21
-0.76,-0.18
-0.76,-0.14
-0.75,-0.09
-0.76,-0.04
-0.54,-0.18
-0.93,-0.71
-0.59,-0.47
-0.66,-0.38
-0.64,-0.29
-0.65,-0.24
-0.66,-0.2
-0.66,-0.16
-0.66,-0.11
-0.67,-0.04
-0.65,-0.37
-0.87,-0.94
-0.49,-0.62
-0.52,-0.44
-0.53,-0.31
-0.54,-0.25
-0.56,-0.21
-0.56,-0.17
-0.56,-0.11
-0.53,-0.03
-0.48,-0.44
-0.85,-1.16
-0.42,-0.81
-0.4,-0.52
-0.41,-0.33
-0.43,-0.24
-0.45,-0.2
-0.46,-0.16
-0.46,-0.11
-0.45,-0.03
-0.52,-0.61
-0.76,-1.34
-0.37,-1.02
-0.29,-0.64
-0.29,-0.37
-0.32,-0.24
-0.35,-0.18
-0.36,-0.15
-0.36,-0.1
-0.35,-0.03
-0.64,-0.77
-0.63,-1.46
-0.36,-1.25
-0.22,-0.81
-0.19,-0.44
-0.21,-0.24
-0.24,-0.16
-0.25,-0.12
-0.26,-0.08
-0.25,-0.02
-0.48,-0.72
-0.56,-1.4
-0.49,-1.4
-0.3,-0.98
-0.13,-0.5
-0.12,-0.23
-0.14,-0.12
-0.15,-0.08
-0.15,-0.05
-0.15,-0.01
-0.56,-0.51
-0.61,-0.9
-0.77,-1.02
-0.64,-0.81
-0.24,-0.39
-0.06,-0.14
-0.05,-0.06
-0.05,-0.03
-0.05,-0.02
-0.05,-0.01
0.56,0.51
0.61,0.9
0.77,1.02
0.64,0.81
0.24,0.39
0.06,0.14
0.05,0.06
0.05,0.03
0.05,0.02
0.05,0.01
0.48,0.72
0.56,1.4
0.49,1.4
0.3,0.98
0.13,0.5
0.12,0.23
0.14,0.12
0.15,0.08
0.15,0.05
0.15,0.01
0.64,0.77
0.63,1.46
0.36,1.25
0.22,0.81
0.19,0.44
0.21,0.24
0.24,0.16
0.25,0.12
0.26,0.08
0.25,0.02
0.52,0.61
0.76,1.34
0.37,1.02
0.29,0.64
0.29,0.37
0.32,0.24
0.35,0.18
0.36,0.15
0.36,0.1
0.35,0.03
0.48,0.44
0.85,1.16
0.42,0.81
0.4,0.52
0.41,0.33
0.43,0.24
0.45,0.2
0.46,0.16
0.46,0.11
0.45,0.03
0.65,0.37
0.87,0.94
0.49,0.62
0.52,0.44
0.53,0.31
0.54,0.25
0.56,0.21
0.56,0.17
0.56,0.11
0.53,0.03
0.54,0.18
0.93,0.71
0.59,0.47
0.66,0.38
0.64,0.29
0.65,0.24
0.66,0.2
0.66,0.16
0.66,0.11
0.67,0.04
0.67,0.09
0.95,0.48
0.7,0.33
0.78,0.31
0.75,0.24
0.76,0.21
0.76,0.18
0.76,0.14
0.75,0.09
0.76,0.04
0.76,0.02
0.95,0.25
0.84,0.2
0.88,0.2
0.87,0.17
0.87,0.16
0.87,0.13
0.87,0.1
0.86,0.07
0.84,0.02
0.93,-0.0
0.88,0.02
0.93,0.04
0.9,0.02
0.92,0.04
0.99,0.06
0.91,0.02
0.95,0.03
0.94,0.02
0.97,0.01
-0.94,-0.0
-0.91,-0.03
-0.93,-0.04
-0.9,-0.03
-0.95,-0.05
-0.97,-0.06
-0.89,-0.01
-0.96,-0.03
-0.93,-0.02
-0.97,-0.02
-0.75,-0.01
-0.96,-0.24
-0.84,-0.18
-0.89,-0.19
-0.87,-0.17
-0.87,-0.16
-0.87,-0.13
-0.87,-0.11
-0.86,-0.08
-0.86,-0.03
-0.68,-0.08
-0.95,-0.46
-0.68,-0.27
-0.78,-0.28
-0.75,-0.24
-0.76,-0.22
-0.77,-0.2
-0.76,-0.16
-0.76,-0.11
-0.77,-0.05
-0.5,-0.13
-0.95,-0.66
-0.55,-0.37
-0.66,-0.33
-0.64,-0.27
-0.66,-0.25
-0.66,-0.23
-0.66,-0.19
-0.66,-0.13
-0.66,-0.05
-0.62,-0.32
-0.87,-0.86
-0.45,-0.5
-0.52,-0.36
-0.53,-0.28
-0.55,-0.25
-0.56,-0.24
-0.57,-0.2
-0.56,-0.13
-0.53,-0.04
-0.53,-0.44
-0.84,-1.09
-0.36,-0.68
-0.38,-0.44
-0.41,-0.3
-0.44,-0.25
-0.46,-0.23
-0.46,-0.19
-0.46,-0.13
-0.46,-0.04
-0.43,-0.54
-0.77,-1.3
-0.32,-0.94
-0.27,-0.59
-0.28,-0.36
-0.32,-0.26
-0.35,-0.22
-0.36,-0.18
-0.36,-0.12
-0.35,-0.04
-0.6,-0.75
-0.64,-1.46
-0.36,-1.26
-0.23,-0.87
-0.17,-0.49
-0.21,-0.29
-0.24,-0.2
-0.26,-0.15
-0.26,-0.1
-0.25,-0.03
-0.54,-0.75
-0.57,-1.43
-0.53,-1.48
-0.4,-1.18
-0.17,-0.66
-0.11,-0.31
-0.13,-0.16
-0.15,-0.11
-0.16,-0.06
-0.15,-0.02
-0.57,-0.51
-0.51,-0.84
-0.66,-1.0
-0.84,-1.0
-0.48,-0.62
-0.11,-0.24
-0.05,-0.09
-0.05,-0.04
-0.05,-0.02
-0.05,-0.01
0.57,0.51
0.51,0.84
0.66,1.0
0.84,1.0
0.48,0.62
0.11,0.24
0.05,0.09
0.05,0.04
0.05,0.02
0.05,0.01
